,A.RTL1,A.RTL2,A.RTL3,A.RTL4,A.FLIP1,A.FLIP2,A.FLIP3,A.FLIPGeneral,A.ALT_HOLD1,A.ALT_HOLD2,A.CIRCLE1,A.CIRCLE2,A.CIRCLE3,A.CIRCLE4,A.CIRCLE5,A.CIRCLE6,A.CIRCLE7,A.LAND1,A.LAND2,A.AUTO1,A.BRAKE1,A.DRIFT1,A.LOITER1,A.GUIDED1,A.SPORT1,A.RC.FS1,A.RC.FS2,A.CHUTE1,A.GPS.FS1,A.GPS.FS2
1387,"('NTF_DISPLAY_TYPE', 0.0)","('BATT6_VLT_OFFSET', 0.0)","('BATT_I2C_BUS', 0.0)","('BATT8_VLT_OFFSET', 0.0)","('INS_TCAL3_ACC1_Y', 0.0)","('LOG_BLK_RATEMAX', 0.0)","('MOT_SPIN_MIN', 0.0)","('MNT_RETRACT_Z', 0.0)","('MOT_BAT_CURR_TC', 0.0)","('MNT2_STAB_PAN', 0.0)","('MNT2_RETRACT_Z', 0.0)","('OSD1_ENABLE', 0.0)","('OA_TYPE', 0.0)","('OA_TYPE', 0.0)","('OA_DB_OUTPUT', 0.0)","('OA_DB_OUTPUT', 0.0)","('LGR_DEPLOY_POL', 0.0)","('H_TAIL_SPEED', 0.0)","('H_TAIL_SPEED', 0.0)","('OSD_OPTIONS', 0.0)","('MNT2_STAB_ROLL', 0.0)","('H_COL_ANG_MIN', 0.0)","('NTF_DISPLAY_TYPE', 0.0)","('MNT2_RC_IN_PAN', 0.0)","('INS_ACC2OFFS_Y', 0.0)","('FFT_ATT_REF', 0.0)","('FLOW_TYPE', 0.0)","('FRSKY_OPTIONS', 0.0)","('INS_TCAL2_GYR3_X', 0.0)","('INS_HNTC2_FM_RAT', 0.0)"
1388,"('NTF_OREO_THEME', 0.0)","('BATT6_I2C_BUS', 0.0)","('BATT_I2C_ADDR', 0.0)","('BATT8_I2C_BUS', 0.0)","('INS_TCAL3_ACC1_Z', 0.0)","('LOIT_ANG_MAX', 0.0)","('MOT_SPIN_ARM', 0.0)","('MNT_NEUTRAL_X', 0.0)","('MOT_THST_HOVER', 0.0)","('MNT2_RC_IN_ROLL', 0.0)","('MNT2_NEUTRAL_X', 0.0)","('OSD1_CHAN_MIN', 0.0)","('OA_MARGIN_MAX', 0.0)","('OA_MARGIN_MAX', 0.0)","('OA_DB_BEAM_WIDTH', 0.0)","('OA_DB_BEAM_WIDTH', 0.0)","('LGR_WOW_PIN', 0.0)","('H_GYR_GAIN_ACRO', 0.0)","('H_GYR_GAIN_ACRO', 0.0)","('OSD_FONT', 0.0)","('MNT2_STAB_TILT', 0.0)","('H_COL_ANG_MAX', 0.0)","('NTF_OREO_THEME', 0.0)","('MNT2_ANGMIN_PAN', 0.0)","('INS_ACC2OFFS_Z', 0.0)","('FFT_BW_HOVER', 0.0)","('FLOW_FXSCALER', 0.0)","('GEN_TYPE', 0.0)","('INS_TCAL2_GYR3_Y', 0.0)","('INS_HNTCH_ENABLE', 0.0)"
1389,"('NTF_BUZZ_PIN', 0.0)","('BATT6_I2C_ADDR', 0.0)","('BATT_FL_VLT_MIN', 0.0)","('BATT8_I2C_ADDR', 0.0)","('INS_TCAL3_ACC2_X', 0.0)","('LOIT_ACC_MAX', 0.0)","('MOT_BAT_CURR_TC', 0.0)","('MNT_NEUTRAL_Y', 0.0)","('MOT_HOVER_LEARN', 0.0)","('MNT2_ANGMIN_ROL', 0.0)","('MNT2_NEUTRAL_Z', 0.0)","('OSD1_CHAN_MAX', 0.0)","('OA_OPTIONS', 0.0)","('OA_OPTIONS', 0.0)","('OA_DB_RADIUS_MIN', 0.0)","('OA_DB_RADIUS_MIN', 0.0)","('LGR_WOW_POL', 0.0)","('H_SW_TYPE', 0.0)","('H_SW_TYPE', 0.0)","('OSD_V_OFFSET', 0.0)","('MNT2_STAB_PAN', 0.0)","('H_COL_ZERO_THRST', 0.0)","('NTF_BUZZ_PIN', 0.0)","('MNT2_ANGMAX_PAN', 0.0)","('INS_ACC3SCAL_X', 0.0)","('FFT_HMNC_FIT', 0.0)","('FLOW_FYSCALER', 0.0)","('GEN_OPTIONS', 0.0)","('INS_TCAL2_GYR3_Z', 0.0)","('INS_HNTCH_BW', 0.0)"
1390,"('NTF_LED_TYPES', 0.0)","('BATT6_FL_VLT_MIN', 0.0)","('BATT_FL_V_MULT', 0.0)","('BATT8_FL_VLT_MIN', 0.0)","('INS_TCAL3_ACC2_Y', 0.0)","('LOIT_BRK_ACCEL', 0.0)","('MOT_THST_HOVER', 0.0)","('MNT_NEUTRAL_Z', 0.0)","('MOT_SAFE_DISARM', 0.0)","('MNT2_ANGMAX_ROL', 0.0)","('MNT2_STAB_ROLL', 0.0)","('OSD1_ALTITUDE_EN', 0.0)","('OA_BR_LOOKAHEAD', 0.0)","('OA_BR_LOOKAHEAD', 0.0)","('OA_DB_DIST_MAX', 0.0)","('OA_DB_DIST_MAX', 0.0)","('LGR_OPTIONS', 0.0)","('H_SW_COL_DIR', 0.0)","('H_SW_COL_DIR', 0.0)","('OSD_H_OFFSET', 0.0)","('MNT2_RC_IN_ROLL', 0.0)","('H_COL_LAND_MIN', 0.0)","('NTF_LED_TYPES', 0.0)","('MNT2_TYPE', 0.0)","('INS_ACC3SCAL_Y', 0.0)","('FFT_HMNC_PEAK', 0.0)","('FLOW_ORIENT_YAW', 0.0)","('GPS_TYPE', 0.0)","('INS_TCAL3_ENABLE', 0.0)","('INS_HNTCH_ATT', 0.0)"
1391,"('NTF_BUZZ_ON_LVL', 0.0)","('BATT6_FL_V_MULT', 0.0)","('BATT_FL_FLTR', 0.0)","('BATT8_FL_V_MULT', 0.0)","('INS_TCAL3_ACC2_Z', 0.0)","('LOIT_BRK_JERK', 0.0)","('MOT_HOVER_LEARN', 0.0)","('MNT_STAB_ROLL', 0.0)","('MOT_YAW_SV_ANGLE', 0.0)","('MNT2_RC_IN_TILT', 0.0)","('MNT2_STAB_PAN', 0.0)","('OSD1_ALTITUDE_X', 0.0)","('OA_BR_CONT_RATIO', 0.0)","('OA_BR_CONT_RATIO', 0.0)","('OA_DB_ALT_MIN', 0.0)","('OA_DB_ALT_MIN', 0.0)","('LOG_BACKEND_TYPE', 0.0)","('H_SW_H3_ENABLE', 0.0)","('H_SW_H3_ENABLE', 0.0)","('OSD_W_RSSI', 0.0)","('MNT2_ANGMIN_ROL', 0.0)","('H_RSC_SETPOINT', 0.0)","('NTF_BUZZ_ON_LVL', 0.0)","('MOT_YAW_HEADROOM', 0.0)","('INS_ACC3SCAL_Z', 0.0)","('FHLD_XY_P', 0.0)","('FLOW_POS_X', 0.0)","('GPS_TYPE2', 0.0)","('INS_TCAL3_TMIN', 0.0)","('INS_HNTCH_HMNCS', 0.0)"
1392,"('NTF_BUZZ_VOLUME', 0.0)","('BATT6_FL_FLTR', 0.0)","('BATT_FL_PIN', 0.0)","('BATT8_FL_FLTR', 0.0)","('INS_TCAL3_ACC3_X', 0.0)","('LOIT_BRK_DELAY', 0.0)","('MOT_SAFE_DISARM', 0.0)","('MNT_STAB_TILT', 0.0)","('MOT_SPOOL_TIME', 0.0)","('MNT2_ANGMIN_TIL', 0.0)","('MNT2_RC_IN_ROLL', 0.0)","('OSD1_ALTITUDE_Y', 0.0)","('OA_BR_CONT_ANGLE', 0.0)","('OA_BR_CONT_ANGLE', 0.0)","('OSD_TYPE', 0.0)","('OSD_TYPE', 0.0)","('LOG_FILE_BUFSIZE', 0.0)","('H_SW_H3_SV1_POS', 0.0)","('H_SW_H3_SV1_POS', 0.0)","('OSD_W_NSAT', 0.0)","('MNT2_ANGMAX_ROL', 0.0)","('H_RSC_SLEWRATE', 0.0)","('NTF_BUZZ_VOLUME', 0.0)","('MOT_THST_EXPO', 0.0)","('INS_ACC3OFFS_X', 0.0)","('FHLD_XY_I', 0.0)","('FLOW_POS_Y', 0.0)","('GPS_NAVFILTER', 0.0)","('INS_TCAL3_ACC1_X', 0.0)","('INS_HNTCH_OPTS', 0.0)"
1393,"('NTF_LED_LEN', 0.0)","('BATT6_FL_PIN', 0.0)","('BCN_LATITUDE', 0.0)","('BATT8_FL_PIN', 0.0)","('INS_TCAL3_ACC3_Y', 0.0)","('MIS_OPTIONS', 0.0)","('MOT_BOOST_SCALE', 0.0)","('MNT_STAB_PAN', 0.0)","('MOT_BOOST_SCALE', 0.0)","('MNT2_ANGMAX_TIL', 0.0)","('MNT2_ANGMIN_ROL', 0.0)","('OSD1_BAT_VOLT_EN', 0.0)","('OA_BR_TYPE', 0.0)","('OA_BR_TYPE', 0.0)","('OSD_CHAN', 0.0)","('OSD_CHAN', 0.0)","('LOG_DISARMED', 0.0)","('H_SW_H3_SV2_POS', 0.0)","('H_SW_H3_SV2_POS', 0.0)","('OSD_W_BATVOLT', 0.0)","('MNT2_RC_IN_TILT', 0.0)","('H_RSC_THRCRV_0', 0.0)","('NTF_LED_LEN', 0.0)","('MOT_BAT_VOLT_MAX', 0.0)","('INS_ACC3OFFS_Y', 0.0)","('FHLD_XY_IMAX', 0.0)","('FLOW_POS_Z', 0.0)","('GPS_AUTO_SWITCH', 0.0)","('INS_TCAL3_ACC1_Y', 0.0)","('INS_HNTCH_FM_RAT', 0.0)"
1394,"('OA_TYPE', 0.0)","('BATT7_CAPACITY', 0.0)","('BCN_LONGITUDE', 0.0)","('BATT9_CAPACITY', 0.0)","('INS_TCAL3_ACC3_Z', 0.0)","('MNT_TYPE', 0.0)","('MOT_BAT_IDX', 0.0)","('MNT_RC_IN_ROLL', 0.0)","('MOT_BAT_IDX', 0.0)","('MNT2_RC_IN_PAN', 0.0)","('MNT2_ANGMAX_ROL', 0.0)","('OSD1_BAT_VOLT_X', 0.0)","('OA_DB_SIZE', 0.0)","('OA_DB_SIZE', 0.0)","('OSD_SW_METHOD', 0.0)","('OSD_SW_METHOD', 0.0)","('LOG_REPLAY', 0.0)","('H_SW_H3_SV3_POS', 0.0)","('H_SW_H3_SV3_POS', 0.0)","('OSD_UNITS', 0.0)","('MNT2_ANGMIN_TIL', 0.0)","('H_RSC_THRCRV_25', 0.0)","('OA_TYPE', 0.0)","('MOT_BAT_VOLT_MIN', 0.0)","('INS_ACC3OFFS_Z', 0.0)","('FHLD_FLOW_MAX', 0.0)","('FLOW_ADDR', 0.0)","('GPS_MIN_DGPS', 0.0)","('INS_TCAL3_ACC1_Z', 0.0)","('INS_LOG_BAT_MASK', 0.0)"
1395,"('OA_MARGIN_MAX', 0.0)","('BATT7_SERIAL_NUM', 0.0)","('BCN_ORIENT_YAW', 0.0)","('BATT9_SERIAL_NUM', 0.0)","('INS_TCAL3_GYR1_X', 0.0)","('MNT_RETRACT_Y', 0.0)","('MOT_SAFE_TIME', 0.0)","('MNT_ANGMIN_ROL', 0.0)","('MOT_SLEW_UP_TIME', 0.0)","('MNT2_ANGMIN_PAN', 0.0)","('MNT2_RC_IN_PAN', 0.0)","('OSD1_BAT_VOLT_Y', 0.0)","('OA_DB_EXPIRE', 0.0)","('OA_DB_EXPIRE', 0.0)","('OSD_OPTIONS', 0.0)","('OSD_OPTIONS', 0.0)","('LOG_FILE_DSRMROT', 0.0)","('H_SW_H3_PHANG', 0.0)","('H_SW_H3_PHANG', 0.0)","('OSD_MSG_TIME', 0.0)","('MNT2_ANGMAX_TIL', 0.0)","('H_RSC_THRCRV_50', 0.0)","('OA_OPTIONS', 0.0)","('MOT_BAT_CURR_MAX', 0.0)","('INS_GYRO_FILTER', 0.0)","('FHLD_FILT_HZ', 0.0)","('FOLL_ENABLE', 0.0)","('GPS_SBAS_MODE', 0.0)","('INS_TCAL3_ACC2_X', 0.0)","('INS_LOG_BAT_OPT', 0.0)"
1396,"('OA_OPTIONS', 0.0)","('BATT7_LOW_TIMER', 0.0)","('BRD_SAFETYENABLE', 0.0)","('BATT9_LOW_TIMER', 0.0)","('INS_TCAL3_GYR1_Y', 0.0)","('MNT_RETRACT_Z', 0.0)","('MSP_OSD_NCELLS', 0.0)","('MNT_ANGMAX_ROL', 0.0)","('MOT_SLEW_DN_TIME', 0.0)","('MNT2_ANGMAX_PAN', 0.0)","('MNT2_ANGMIN_PAN', 0.0)","('OSD1_RSSI_EN', 0.0)","('OA_DB_QUEUE_SIZE', 0.0)","('OA_DB_QUEUE_SIZE', 0.0)","('OSD_FONT', 0.0)","('OSD_FONT', 0.0)","('LOG_MAV_BUFSIZE', 0.0)","('H_DUAL_MODE', 0.0)","('H_DUAL_MODE', 0.0)","('OSD_ARM_SCR', 0.0)","('MNT2_RC_IN_PAN', 0.0)","('H_RSC_THRCRV_75', 0.0)","('OA_BR_CONT_RATIO', 0.0)","('MOT_PWM_TYPE', 0.0)","('INS_ACCEL_FILTER', 0.0)","('FHLD_BRAKE_RATE', 0.0)","('FOLL_SYSID', 0.0)","('GPS_MIN_ELEV', 0.0)","('INS_TCAL3_ACC2_Y', 0.0)","('INS_LOG_BAT_LGIN', 0.0)"
1397,"('OA_BR_LOOKAHEAD', 0.0)","('BATT7_FS_VOLTSRC', 0.0)","('BRD_SBUS_OUT', 0.0)","('BATT9_FS_VOLTSRC', 0.0)","('INS_TCAL3_GYR1_Z', 0.0)","('MNT_NEUTRAL_Y', 0.0)","('MSP_OPTIONS', 0.0)","('MNT_RC_IN_TILT', 0.0)","('MOT_SAFE_TIME', 0.0)","('MNT2_TYPE', 0.0)","('MNT2_ANGMAX_PAN', 0.0)","('OSD1_RSSI_X', 0.0)","('OA_DB_OUTPUT', 0.0)","('OA_DB_OUTPUT', 0.0)","('OSD_V_OFFSET', 0.0)","('OSD_V_OFFSET', 0.0)","('LOG_FILE_TIMEOUT', 0.0)","('H_DCP_SCALER', 0.0)","('H_DCP_SCALER', 0.0)","('OSD_DSARM_SCR', 0.0)","('MNT2_ANGMIN_PAN', 0.0)","('H_RSC_THRCRV_100', 0.0)","('OA_BR_CONT_ANGLE', 0.0)","('MOT_PWM_MIN', 0.0)","('INS_USE', 0.0)","('FLOW_TYPE', 0.0)","('FOLL_DIST_MAX', 0.0)","('GPS_INJECT_TO', 0.0)","('INS_TCAL3_ACC2_Z', 0.0)","('INS_LOG_BAT_LGCT', 0.0)"
1398,"('OA_BR_CONT_RATIO', 0.0)","('BATT7_ARM_VOLT', 0.0)","('BRD_SERIAL_NUM', 0.0)","('BATT9_ARM_VOLT', 0.0)","('INS_TCAL3_GYR2_X', 0.0)","('MNT_NEUTRAL_Z', 0.0)","('NTF_LED_BRIGHT', 0.0)","('MNT_ANGMIN_TIL', 0.0)","('MSP_OSD_NCELLS', 0.0)","('MOT_YAW_HEADROOM', 0.0)","('MNT2_LEAD_RLL', 0.0)","('OSD1_RSSI_Y', 0.0)","('OA_DB_BEAM_WIDTH', 0.0)","('OA_DB_BEAM_WIDTH', 0.0)","('OSD_H_OFFSET', 0.0)","('OSD_H_OFFSET', 0.0)","('LOG_FILE_MB_FREE', 0.0)","('H_DCP_YAW', 0.0)","('H_DCP_YAW', 0.0)","('OSD_FS_SCR', 0.0)","('MNT2_ANGMAX_PAN', 0.0)","('H_RSC_GOV_RANGE', 0.0)","('OA_BR_TYPE', 0.0)","('MOT_PWM_MAX', 0.0)","('INS_USE2', 0.0)","('FLOW_FXSCALER', 0.0)","('FOLL_OFS_TYPE', 0.0)","('GPS_SBP_LOGMASK', 0.0)","('INS_TCAL3_ACC3_X', 0.0)","('INS_TCAL1_ENABLE', 0.0)"
1399,"('OA_BR_TYPE', 0.0)","('BATT7_OPTIONS', 0.0)","('BRD_SAFETY_MASK', 0.0)","('BATT9_OPTIONS', 0.0)","('INS_TCAL3_GYR2_Y', 0.0)","('MNT_STAB_TILT', 0.0)","('NTF_BUZZ_TYPES', 0.0)","('MNT_ANGMAX_TIL', 0.0)","('MSP_OPTIONS', 0.0)","('MOT_THST_EXPO', 0.0)","('MNT2_LEAD_PTCH', 0.0)","('OSD1_CURRENT_EN', 0.0)","('OA_DB_RADIUS_MIN', 0.0)","('OA_DB_RADIUS_MIN', 0.0)","('OSD_W_RSSI', 0.0)","('OSD_W_RSSI', 0.0)","('LOG_FILE_RATEMAX', 0.0)","('H_YAW_SCALER', 0.0)","('H_YAW_SCALER', 0.0)","('OSD_W_TERR', 0.0)","('MNT2_TYPE', 0.0)","('H_RSC_CLDWN_TIME', 0.0)","('OA_DB_SIZE', 0.0)","('MOT_BAT_CURR_TC', 0.0)","('INS_USE3', 0.0)","('FLOW_FYSCALER', 0.0)","('FOLL_OFS_X', 0.0)","('GPS_RAW_DATA', 0.0)","('INS_TCAL3_ACC3_Y', 0.0)","('INS_TCAL1_TMIN', 0.0)"
1400,"('OA_DB_SIZE', 0.0)","('BATT7_VOLT_PIN', 0.0)","('BRD_HEAT_TARG', 0.0)","('BATT9_VOLT_PIN', 0.0)","('INS_TCAL3_GYR2_Z', 0.0)","('MNT_STAB_PAN', 0.0)","('NTF_LED_OVERRIDE', 0.0)","('MNT_RC_IN_PAN', 0.0)","('NTF_LED_BRIGHT', 0.0)","('MOT_SPIN_MAX', 0.0)","('MNT2_TYPE', 0.0)","('OSD1_CURRENT_X', 0.0)","('OA_DB_DIST_MAX', 0.0)","('OA_DB_DIST_MAX', 0.0)","('OSD_W_NSAT', 0.0)","('OSD_W_NSAT', 0.0)","('LOG_MAV_RATEMAX', 0.0)","('H_COL2_MIN', 0.0)","('H_COL2_MIN', 0.0)","('OSD_W_AVGCELLV', 0.0)","('MOT_YAW_HEADROOM', 0.0)","('H_RSC_GOV_COMP', 0.0)","('OA_DB_EXPIRE', 0.0)","('MOT_THST_HOVER', 0.0)","('INS_GYR_CAL', 0.0)","('FLOW_POS_X', 0.0)","('FOLL_OFS_Y', 0.0)","('GPS_GNSS_MODE', 0.0)","('INS_TCAL3_ACC3_Z', 0.0)","('INS_TCAL1_ACC1_X', 0.0)"
1401,"('OA_DB_EXPIRE', 0.0)","('BATT7_VOLT_MULT', 0.0)","('BRD_TYPE', 0.0)","('BATT9_VOLT_MULT', 0.0)","('INS_TCAL3_GYR3_X', 0.0)","('MNT_RC_IN_TILT', 0.0)","('NTF_DISPLAY_TYPE', 0.0)","('MNT_ANGMIN_PAN', 0.0)","('NTF_BUZZ_TYPES', 0.0)","('MOT_BAT_VOLT_MAX', 0.0)","('MOT_YAW_HEADROOM', 0.0)","('OSD1_CURRENT_Y', 0.0)","('OA_DB_ALT_MIN', 0.0)","('OA_DB_ALT_MIN', 0.0)","('OSD_W_BATVOLT', 0.0)","('OSD_W_BATVOLT', 0.0)","('LOG_BLK_RATEMAX', 0.0)","('H_COL2_MAX', 0.0)","('H_COL2_MAX', 0.0)","('OSD_CELL_COUNT', 0.0)","('MOT_THST_EXPO', 0.0)","('H_RSC_GOV_DROOP', 0.0)","('OA_DB_QUEUE_SIZE', 0.0)","('MOT_HOVER_LEARN', 0.0)","('INS_TRIM_OPTION', 0.0)","('FLOW_POS_Y', 0.0)","('FOLL_OFS_Z', 0.0)","('GPS_SAVE_CFG', 0.0)","('INS_TCAL3_GYR1_X', 0.0)","('INS_TCAL1_ACC1_Y', 0.0)"
1402,"('OA_DB_QUEUE_SIZE', 0.0)","('BATT7_VLT_OFFSET', 0.0)","('BRD_IO_ENABLE', 0.0)","('BATT9_VLT_OFFSET', 0.0)","('INS_TCAL3_GYR3_Y', 0.0)","('MNT_ANGMIN_TIL', 0.0)","('NTF_OREO_THEME', 0.0)","('MNT_ANGMAX_PAN', 0.0)","('NTF_DISPLAY_TYPE', 0.0)","('MOT_BAT_VOLT_MIN', 0.0)","('MOT_THST_EXPO', 0.0)","('OSD1_BATUSED_EN', 0.0)","('OSD_TYPE', 0.0)","('OSD_TYPE', 0.0)","('OSD_UNITS', 0.0)","('OSD_UNITS', 0.0)","('LOIT_ANG_MAX', 0.0)","('H_SW2_TYPE', 0.0)","('H_SW2_TYPE', 0.0)","('OSD_W_RESTVOLT', 0.0)","('MOT_SPIN_MAX', 0.0)","('H_RSC_GOV_FF', 0.0)","('OA_DB_OUTPUT', 0.0)","('MOT_SAFE_DISARM', 0.0)","('INS_ACC_BODYFIX', 0.0)","('FLOW_POS_Z', 0.0)","('FOLL_YAW_BEHAVE', 0.0)","('GPS_GNSS_MODE2', 0.0)","('INS_TCAL3_GYR1_Y', 0.0)","('INS_TCAL1_ACC1_Z', 0.0)"
1403,"('OA_DB_OUTPUT', 0.0)","('BATT7_I2C_BUS', 0.0)","('BRD_SAFETYOPTION', 0.0)","('BATT9_I2C_BUS', 0.0)","('INS_TCAL3_GYR3_Z', 0.0)","('MNT_ANGMAX_TIL', 0.0)","('NTF_BUZZ_PIN', 0.0)","('MNT_RC_RATE', 0.0)","('NTF_OREO_THEME', 0.0)","('MOT_PWM_TYPE', 0.0)","('MOT_SPIN_MAX', 0.0)","('OSD1_BATUSED_X', 0.0)","('OSD_CHAN', 0.0)","('OSD_CHAN', 0.0)","('OSD_MSG_TIME', 0.0)","('OSD_MSG_TIME', 0.0)","('LOIT_SPEED', 0.0)","('H_SW2_COL_DIR', 0.0)","('H_SW2_COL_DIR', 0.0)","('OSD1_ENABLE', 0.0)","('MOT_BAT_VOLT_MAX', 0.0)","('H_RSC_GOV_RPM', 0.0)","('OA_DB_BEAM_WIDTH', 0.0)","('MOT_YAW_SV_ANGLE', 0.0)","('INS_FAST_SAMPLE', 0.0)","('FLOW_ADDR', 0.0)","('FOLL_ALT_TYPE', 0.0)","('GPS_AUTO_CONFIG', 0.0)","('INS_TCAL3_GYR1_Z', 0.0)","('INS_TCAL1_ACC2_X', 0.0)"
1404,"('OA_DB_BEAM_WIDTH', 0.0)","('BATT7_I2C_ADDR', 0.0)","('BRD_VBUS_MIN', 0.0)","('BATT9_I2C_ADDR', 0.0)","('LGR_ENABLE', 0.0)","('MNT_RC_IN_PAN', 0.0)","('NTF_LED_TYPES', 0.0)","('MNT2_RETRACT_X', 0.0)","('NTF_BUZZ_PIN', 0.0)","('MOT_PWM_MIN', 0.0)","('MOT_BAT_VOLT_MAX', 0.0)","('OSD1_BATUSED_Y', 0.0)","('OSD_SW_METHOD', 0.0)","('OSD_SW_METHOD', 0.0)","('OSD_ARM_SCR', 0.0)","('OSD_ARM_SCR', 0.0)","('LOIT_ACC_MAX', 0.0)","('H_SW2_H3_ENABLE', 0.0)","('H_SW2_H3_ENABLE', 0.0)","('OSD1_CHAN_MIN', 0.0)","('MOT_BAT_VOLT_MIN', 0.0)","('H_RSC_GOV_TORQUE', 0.0)","('OA_DB_RADIUS_MIN', 0.0)","('MOT_SPOOL_TIME', 0.0)","('INS_ENABLE_MASK', 0.0)","('FOLL_ENABLE', 0.0)","('FRSKY_OPTIONS', 0.0)","('GPS_RATE_MS', 0.0)","('INS_TCAL3_GYR2_X', 0.0)","('INS_TCAL1_ACC2_Y', 0.0)"
1405,"('OA_DB_RADIUS_MIN', 0.0)","('BATT7_FL_VLT_MIN', 0.0)","('BRD_VSERVO_MIN', 0.0)","('BATT9_FL_VLT_MIN', 0.0)","('LGR_STARTUP', 0.0)","('MNT_ANGMIN_PAN', 0.0)","('NTF_BUZZ_ON_LVL', 0.0)","('MNT2_RETRACT_Y', 0.0)","('NTF_LED_TYPES', 0.0)","('MOT_PWM_MAX', 0.0)","('MOT_BAT_VOLT_MIN', 0.0)","('OSD1_SATS_EN', 0.0)","('OSD_OPTIONS', 0.0)","('OSD_OPTIONS', 0.0)","('OSD_DSARM_SCR', 0.0)","('OSD_DSARM_SCR', 0.0)","('LOIT_BRK_JERK', 0.0)","('H_SW2_H3_SV1_POS', 0.0)","('H_SW2_H3_SV1_POS', 0.0)","('OSD1_CHAN_MAX', 0.0)","('MOT_BAT_CURR_MAX', 0.0)","('INS_GYROFFS_X', 0.0)","('OA_DB_DIST_MAX', 0.0)","('MOT_BOOST_SCALE', 0.0)","('INS_GYRO_RATE', 0.0)","('FOLL_SYSID', 0.0)","('GEN_TYPE', 0.0)","('GPS_RATE_MS2', 0.0)","('INS_TCAL3_GYR2_Y', 0.0)","('INS_TCAL1_ACC2_Z', 0.0)"
1406,"('OA_DB_DIST_MAX', 0.0)","('BATT7_FL_V_MULT', 0.0)","('BRD_SD_SLOWDOWN', 0.0)","('BATT9_FL_V_MULT', 0.0)","('LGR_DEPLOY_PIN', 0.0)","('MNT_ANGMAX_PAN', 0.0)","('NTF_BUZZ_VOLUME', 0.0)","('MNT2_RETRACT_Z', 0.0)","('NTF_BUZZ_ON_LVL', 0.0)","('MOT_SPIN_MIN', 0.0)","('MOT_BAT_CURR_MAX', 0.0)","('OSD1_SATS_X', 0.0)","('OSD_FONT', 0.0)","('OSD_FONT', 0.0)","('OSD_FS_SCR', 0.0)","('OSD_FS_SCR', 0.0)","('LOIT_BRK_DELAY', 0.0)","('H_SW2_H3_SV2_POS', 0.0)","('H_SW2_H3_SV2_POS', 0.0)","('OSD1_ALTITUDE_EN', 0.0)","('MOT_PWM_TYPE', 0.0)","('INS_GYROFFS_Y', 0.0)","('OSD_TYPE', 0.0)","('MOT_BAT_IDX', 0.0)","('INS_ACC1_CALTEMP', 0.0)","('FOLL_DIST_MAX', 0.0)","('GEN_OPTIONS', 0.0)","('GPS_POS1_X', 0.0)","('INS_TCAL3_GYR2_Z', 0.0)","('INS_TCAL1_ACC3_X', 0.0)"
1407,"('OSD_TYPE', 0.0)","('BATT7_FL_FLTR', 0.0)","('BRD_PWM_VOLT_SEL', 0.0)","('BATT9_FL_FLTR', 0.0)","('LGR_DEPLOY_POL', 0.0)","('MNT_RC_RATE', 0.0)","('NTF_LED_LEN', 0.0)","('MNT2_NEUTRAL_X', 0.0)","('NTF_BUZZ_VOLUME', 0.0)","('MOT_SPIN_ARM', 0.0)","('MOT_PWM_TYPE', 0.0)","('OSD1_SATS_Y', 0.0)","('OSD_V_OFFSET', 0.0)","('OSD_V_OFFSET', 0.0)","('OSD_W_TERR', 0.0)","('OSD_W_TERR', 0.0)","('MIS_RESTART', 0.0)","('H_SW2_H3_SV3_POS', 0.0)","('H_SW2_H3_SV3_POS', 0.0)","('OSD1_ALTITUDE_X', 0.0)","('MOT_PWM_MIN', 0.0)","('INS_GYROFFS_Z', 0.0)","('OSD_CHAN', 0.0)","('MOT_SLEW_UP_TIME', 0.0)","('INS_GYR1_CALTEMP', 0.0)","('FOLL_OFS_TYPE', 0.0)","('GPS_TYPE', 0.0)","('GPS_POS1_Y', 0.0)","('INS_TCAL3_GYR3_X', 0.0)","('INS_TCAL1_ACC3_Y', 0.0)"
1408,"('OSD_CHAN', 0.0)","('BATT7_FL_PIN', 0.0)","('BRD_OPTIONS', 0.0)","('BATT9_FL_PIN', 0.0)","('LGR_WOW_PIN', 0.0)","('MNT2_RETRACT_Y', 0.0)","('OA_TYPE', 0.0)","('MNT2_NEUTRAL_Y', 0.0)","('NTF_LED_LEN', 0.0)","('MOT_THST_HOVER', 0.0)","('MOT_PWM_MIN', 0.0)","('OSD1_FLTMODE_EN', 0.0)","('OSD_H_OFFSET', 0.0)","('OSD_H_OFFSET', 0.0)","('OSD_W_AVGCELLV', 0.0)","('OSD_W_AVGCELLV', 0.0)","('MIS_OPTIONS', 0.0)","('H_SW2_H3_PHANG', 0.0)","('H_SW2_H3_PHANG', 0.0)","('OSD1_ALTITUDE_Y', 0.0)","('MOT_PWM_MAX', 0.0)","('INS_GYR2OFFS_X', 0.0)","('OSD_SW_METHOD', 0.0)","('MOT_SLEW_DN_TIME', 0.0)","('INS_ACC2_CALTEMP', 0.0)","('FOLL_YAW_BEHAVE', 0.0)","('GPS_TYPE2', 0.0)","('GPS_POS1_Z', 0.0)","('INS_TCAL3_GYR3_Y', 0.0)","('INS_TCAL1_ACC3_Z', 0.0)"
